Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0,1294,,,,0.03125,0.140625,-1.041015625,0.0065765901778969404,0.303578595750424,12.128499984741211,0.7598876953125,1800,1802,9.21629790100269,1.2409114784011828,13.464316059772518,0.24464162112640075,0.032939321082209816,0.32421875,,
0,1294,,,,0.099609375,-0.015625,-1.046875,0.00657716769843006,0.3116806933635325,12.129500389099121,0.76904296875,1802,1801,9.328106988687068,1.2404574414316145,13.298061899761818,0.2512627059609729,0.0334130701697067,0.3203125,,
0.024,1294,,,,0.0859375,0.001953125,-1.02734375,0.0066086743569651095,0.30337854395750774,12.133999824523926,0.8203125,1800,1801,9.953671731054783,1.2460796328711223,12.518793733004458,0.24346641735768193,0.03047905859814396,0.31640625,,
0.046995000001043084,1294,,,,0.037109375,0.005859375,-0.935546875,0.006675005517620585,0.301789243602673,12.130858421325684,0.80078125,1802,1800,9.714163970202208,1.2584675974901722,12.954975861540625,0.23980692407539703,0.031066929128270734,0.314453125,,
0.07174500000104309,1294,,,,0.01171875,0.02734375,-0.96484375,0.006728109180403802,0.30980242930781876,12.127429008483887,0.8342633843421936,1803,1800,10.11746996798746,1.2684316399490785,12.537043786267757,0.24424054048372354,0.030620543504261452,0.3125,,
0.09644999999925494,1294,,,,-0.0234375,0.05078125,-0.9765625,0.007005126762346129,0.3063237509087749,12.131000518798828,0.8154296875,1800,1801,9.891977962106466,1.3213052395539158,13.35734111636201,0.23183420585858908,0.030966885700940666,0.30859375,,
0.1210800000000745,1294,,,,-0.0625,0.00390625,-0.90234375,0.006629400399325322,0.3063237509087749,12.130000114440918,0.8160400390625,1802,1802,9.898565767216496,1.250914565772388,12.637331459829745,0.2448798337555792,0.03094627626997259,0.306640625,,
0.14903500000201167,1294,,,,-0.173828125,-0.0078125,-0.89453125,0.006550633194051784,0.30935786976800483,12.131501197814941,0.81787109375,1802,1802,9.922004153486341,1.2360715673975031,12.457881979047336,0.250275047115067,0.031178969992600166,0.30859375,,
0.17547000000067056,1294,,,,-0.09375,-0.06640625,-0.96484375,0.006775509955648068,0.3140071984677493,12.12933349609375,0.7579209804534912,1801,1802,9.193076335606747,1.2783328188745293,13.905386752019815,0.24563806375886346,0.034156922775842986,0.310546875,,
0.2006900000013411,1294,,,,0.01171875,-0.115234375,-0.99609375,0.007024137989322256,0.3165486203244948,12.134222984313965,0.7899305820465088,1802,1802,9.585193824681255,1.325260598210598,13.826122063365453,0.238857641094821,0.03302474901544532,0.3125,,
0.22564000000059606,1294,,,,-0.13671875,0.01953125,-0.837890625,0.006735678849486813,0.3124253305927208,12.128571510314941,1.0107421875,1804,1802,12.258858899585903,1.2714088469426637,10.371347426028462,0.24573160029836585,0.02548567800248312,0.310546875,,
0.2497800000011921,1294,,,,-0.13671875,0.130859375,-1.013671875,0.007455685841008004,0.3092578438715467,12.130001068115234,0.8441162109375,1810,1806,10.23913054028526,1.4098836730824271,13.769564393532463,0.2193499008293476,0.03020352584184661,0.3125,,
0.27150500000081956,1294,,,,0.037109375,-0.0546875,-0.935546875,0.007630482707790344,0.31364786932720906,12.126500129699707,0.8197021484375,1813,1809,9.940118209342472,1.4455893712790646,14.542979679259657,0.21696885405963648,0.03155373635621548,0.314453125,,
0.44324500000104305,1294,,,,0.046875,-0.126953125,-1.0234375,0.006078114780935505,0.3137923511776486,12.130287170410156,0.7505580186843872,1810,1812,9.104484304695688,1.1535156108965865,12.66975231427061,0.27203129997846237,0.03446569192456166,0.3125,,
0.4656550000011921,1294,,,,-0.009765625,0.021484375,-0.95703125,0.006496235936539283,0.30616975270568625,12.12910270690918,0.8294888138771057,1805,1806,10.060955017747688,1.2286746322309712,12.212306188265122,0.24918700579807465,0.030431480129430838,0.314453125,,
0.4866150000002235,1294,,,,-0.09375,0.029296875,-0.90234375,0.0069405851747532344,0.30725732594238414,12.129142761230469,0.8377510905265808,1803,1802,10.161202575373409,1.3100786054612013,12.892948405893362,0.23453350406727463,0.030238283673927533,0.31640625,,
0.5314700000006706,1294,,,,-0.25,0.0390625,-0.986328125,0.006941307459688073,0.3080464191255538,12.131335258483887,0.8064778447151184,1803,1802,9.783653112778609,1.3100386196504321,13.390076329866671,0.23514300609531055,0.03148582800050512,0.318359375,,
0.695375,1294,,,,0.076171875,-0.095703125,-0.955078125,0.006601268660247504,0.30883551230872347,12.128800392150879,0.8499348759651184,1802,1802,10.308690456908437,1.245795220099184,12.08490278475969,0.24790230956588155,0.029958753112210804,0.314453125,,
0.7217300000004471,1294,,,,-0.03125,0.029296875,-1.015625,0.0069489542964240375,0.31004610350557926,12.129892349243164,0.8250177502632141,1813,1811,10.007376496907568,1.3178387544354668,13.168673676289675,0.23526861876087124,0.030981756667333167,0.3125,,
0.7565600000005216,1294,,,,-0.01171875,-0.001953125,-0.9609375,0.005783047137646484,0.3058680773804656,12.128889083862305,0.8409287929534912,1810,1815,10.199532057159104,1.099319183798763,10.77813352257808,0.2782340942359618,0.029988442182087682,0.314453125,,
0.7787150000017137,1294,,,,0.0234375,-0.017578125,-0.9140625,0.0062585286741853735,0.31039147069807216,12.129454612731934,0.8411754369735718,1805,1810,10.20299928411589,1.1862364270612478,11.626350193986488,0.26166071418581216,0.0304215909513286,0.314453125,,
0.8008200000021607,1294,,,,0.03125,-0.138671875,-0.890625,0.006604682436667475,0.30417875112917275,12.128571510314941,0.9075055718421936,1803,1806,11.006746224097299,1.2494160132422372,11.351365678867609,0.24345674131375047,0.027635664976378566,0.31640625,,
0.8245900000017137,1294,,,,0.09375,0.03515625,-1.07421875,0.007343699397558985,0.30590141934595166,12.134857177734375,0.7700892686843872,1809,1806,9.344923289590952,1.3890876658728912,14.864623526874288,0.22021750452569586,0.03273450298802203,0.318359375,,
0.8479950000010431,1294,,,,-0.0859375,0.03515625,-0.955078125,0.008178070266439299,0.3242839563172568,12.129714965820312,0.7979910969734192,1812,1809,9.679404551549851,1.5491349746307435,16.004444967461335,0.20933228003231555,0.033502469556903995,0.322265625,,
0.8709000000003725,1294,,,,-0.099609375,0.03125,-0.990234375,0.006725615767291544,0.3195049412642573,12.130858421325684,0.7693917155265808,1813,1811,9.333381971593838,1.2752038619872312,13.662827320989498,0.25055204958864574,0.03423249388449665,0.326171875,,
0.895964999999851,1294,,,,0.048828125,0.06640625,-1.029296875,0.006320660828787085,0.314381392567902,12.132500648498535,0.787353515625,1811,1812,9.552567038917914,1.199216063560418,12.553861791021376,0.26215575501425314,0.032910671161697935,0.32421875,,
0.9211150000002235,1294,,,,0.015625,-0.12109375,-0.939453125,0.006134238653929904,0.3092578438715467,12.131001472473145,0.7781982421875,1806,1810,9.440324021852575,1.1624664547542056,12.313840627327139,0.26603592955887645,0.03275924037730833,0.32421875,,
0.9463350000008941,1294,,,,-0.1875,0.173828125,-1.142578125,0.006203056799934627,0.31680424205988783,12.132501602172852,0.787353515625,1804,1807,9.55256778979674,1.173963034769841,12.289502263713544,0.2698587882896996,0.033164301895692576,0.328125,,
0.969644999999553,1294,,,,-0.0625,0.076171875,-1.033203125,0.006293856218628378,0.3183268584837504,12.129500389099121,0.8367919921875,1806,1805,10.14986879483331,1.1897294746843108,11.72162417793943,0.26756238729667264,0.03136265748043872,0.328125,,
0.9962550000008196,1294,,,,-0.037109375,0.046875,-1,0.0064605441829046996,0.30629040894328885,12.130501747131348,0.8648681640625,1801,1803,10.491284775198437,1.2198157275932695,11.6269432555766,0.25109563847615607,0.02919474740285043,0.326171875,,
1.0253300000019372,1294,,,,0.13671875,0.0625,-1.05859375,0.006602061725900808,0.30483447645039824,12.12800121307373,0.7843017578125,1800,1802,9.51201267016586,1.2458487533234766,13.097635553315056,0.2446801633321938,0.03204731606450677,0.328125,,
1.0501700000017882,1294,,,,0.17578125,-0.1171875,-1.087890625,0.007000153479400811,0.30731657739354995,12.129778861999512,0.8116319179534912,1804,1802,9.84491568211638,1.3209761849752115,13.417851687392398,0.23264354110919633,0.031215765306329725,0.330078125,,
1.072855000000447,1294,,,,-0.0625,-0.041015625,-1.009765625,0.0066393507161999436,0.3107248903529326,12.132500648498535,0.8135986328125,1802,1802,9.870985940215178,1.2529889219209647,12.693655218534843,0.2479869413981398,0.03147860732806992,0.330078125,,
1.097135000001639,1294,,,,-0.162109375,-0.03515625,-0.841796875,0.006716812386912407,0.3107248903529326,12.130858421325684,0.8119419813156128,1800,1802,9.849553221670362,1.2675890169276123,12.869507767507091,0.24513062688573065,0.03154710506759793,0.3359375,,
1.1211000000014901,1294,,,,-0.01171875,0.025390625,-1.013671875,0.006716958967855847,0.31956051120673407,12.13028621673584,0.8314732313156128,1801,1801,10.086008277412589,1.2670070026418785,12.562026202965896,0.2522168469001417,0.031683546395890175,0.337890625,,
1.146445000000298,1294,,,,-0.2109375,0.041015625,-0.861328125,0.006738352659165306,0.32388385273142434,12.12700080871582,0.850830078125,1800,1801,10.31801704550162,1.2706528551667133,12.314893933235787,0.2548956242568155,0.03139012576768606,0.33984375,,
1.182125,1294,,,,-0.0625,-0.02734375,-0.890625,0.006778509270171107,0.30873548641226534,12.12800121307373,0.8721923828125,1801,1801,10.577950276783668,1.2781983327794997,12.083610712227216,0.24153957840087786,0.02918670236991693,0.337890625,,
1.2053650000002236,1294,,,,-0.017578125,0.029296875,-1.005859375,0.006869491759153438,0.30806496559385543,12.131000518798828,0.82763671875,1802,1801,10.04006146453321,1.2959179818074156,12.90747060050659,0.23771949299152212,0.030683573669554046,0.333984375,,
1.2278900000005961,1294,,,,-0.07421875,0.01171875,-0.986328125,0.006775850272294334,0.3015891918097568,12.125715255737305,0.7721819281578064,1802,1802,9.36325818646776,1.2785803910058893,13.655293547856626,0.23587816138216344,0.0322098553520214,0.33203125,,
1.250940000001341,1294,,,,-0.21875,0.171875,-1.078125,0.006549433577846408,0.31009139300869776,12.127429008483887,0.8098493218421936,1799,1801,9.821390158210022,1.2352371060637308,12.577008816121163,0.2510379517312678,0.031573065321051544,0.333984375,,
1.2762149999998509,1294,,,,-0.07421875,-0.041015625,-0.98828125,0.00629009122631182,0.31399240297056485,12.129143714904785,0.7924107313156128,1799,1800,9.61126364135987,1.185716328380187,12.336737109964695,0.2648124137748119,0.03266921132195048,0.333984375,,
1.2995500000007452,1294,,,,-0.037109375,0.087890625,-0.912109375,0.006466362146833301,0.3074018077928236,12.128500938415527,0.8099365234375,1798,1799,9.823315884568729,1.2180629140512798,12.39971236153276,0.2523694008303763,0.031293079791490326,0.333984375,,
1.321390000000596,1294,,,,-0.0859375,0.044921875,-1.072265625,0.006747139830402939,0.31056929451399773,12.129143714904785,0.8000836968421936,1798,1798,9.704330142951278,1.2701910787442003,13.088910414561703,0.24450596426881557,0.03200316662140551,0.330078125,,
1.349585000000894,1294,,,,0.03125,-0.109375,-0.81640625,0.0067428291769003595,0.31036924272108146,12.13028621673584,0.8203125,1798,1798,9.950625412166119,1.269604565943238,12.759042907905647,0.24446134729398697,0.031190928194484033,0.330078125,,
1.3710050000008196,1294,,,,-0.103515625,0.025390625,-0.98046875,0.006933227912234254,0.3130143719829742,12.127556800842285,0.8892143964767456,1801,1799,10.783998101398424,1.3060531494092325,12.111029111177874,0.23966434453648391,0.029025818535927207,0.33203125,,
1.396510000001639,1294,,,,0.0625,-0.12890625,-0.97265625,0.007162517386629334,0.30716841403442136,12.134285926818848,0.8363560438156128,1811,1800,10.148583372281678,1.349933257784329,13.30169155895526,0.22754340798935693,0.030267122293479422,0.33203125,,
1.421054999999702,1294,,,,0,-0.0859375,-0.890625,0.010195533518270851,0.313325563660844,12.133000373840332,0.7415771484375,1832,1816,8.997555819223635,1.9386307751990965,21.54619336794927,0.16162209311294237,0.034823408707441585,0.337890625,,
1.4465299999993295,1294,,,,-0.0625,0,-0.923828125,0.005917890211834452,0.31764890518553424,12.131000518798828,0.8148193359375,1830,1825,9.88457378698513,1.1312711923499534,11.444815089948353,0.2807893521319962,0.03213582214377092,0.33984375,,
1.4721500000003724,1294,,,,0,0.0546875,-1.0546875,0.0049721802870274865,0.31018030491666054,12.134000778198242,0.8526611328125,1817,1827,10.34619084908627,0.9513556931156422,9.195226600712298,0.32604030980340865,0.02998014529608782,0.33984375,,
1.4963699999991804,1294,,,,0.125,-0.009765625,-1.07421875,0.00553280223119042,0.31125836180070926,12.12900161743164,0.8306884765625,1810,1820,10.075421875808388,1.054756347310938,10.46860727334369,0.295099775975988,0.030892836611443215,0.33984375,,
1.520410000000149,1294,,,,0.13671875,-0.10546875,-1.07421875,0.005763063706056623,0.3073795798158329,12.128499984741211,0.765380859375,1802,1809,9.282921741250902,1.0917644877024815,11.76100066481184,0.28154385243165875,0.03311237435622425,0.337890625,,
1.5433100000005215,1294,,,,0.07421875,0.087890625,-1.158203125,0.006174949589628395,0.30834649681492815,12.132000923156738,0.848388671875,1800,1804,10.29265215038322,1.1666598815064877,11.33488108274455,0.26429853439098777,0.029957924576655175,0.333984375,,
1.5651650000009685,1294,,,,0.0234375,-0.052734375,-0.919921875,0.006726813846423157,0.30713507206893526,12.130857467651367,0.8133370280265808,1801,1801,9.866475560153617,1.2690214882226558,12.861953394459103,0.24202511535017204,0.03112915753922501,0.333984375,,
1.5869900000002235,1294,,,,-0.046875,0.013671875,-0.884765625,0.0066729792351984335,0.30592364732294236,12.12742805480957,0.7240513563156128,1800,1800,8.780880731704883,1.2581133715332427,14.327872225739355,0.24316063579398897,0.03483974519985818,0.330078125,,
1.6100649999994785,1294,,,,0,0.07421875,-1.04296875,0.006716508465509179,0.3109693980998302,12.130001068115234,0.8024088740348816,1800,1800,9.733220499108256,1.266142176824736,13.00846083719914,0.2456038538102311,0.031949281137555734,0.330078125,,
1.6336250000018626,1294,,,,-0.19921875,0.09765625,-0.94921875,0.0067291455873222964,0.3106804343989512,12.131001472473145,0.8929443359375,1800,1800,10.832309054094367,1.2684570733361504,11.70994168465589,0.24492782682967357,0.028680905691249738,0.328125,,
1.6552150000017136,1294,,,,-0.0859375,0,-0.9453125,0.006896980068892166,0.30560134165657726,12.126286506652832,0.7603236436843872,1800,1800,9.2199023410991,1.2999723854266731,14.099632917279948,0.23508294874761795,0.033145832824531485,0.328125,,
1.6817900000009687,1294,,,,0.09375,-0.017578125,-1.08984375,0.007177724216306966,0.29589882970013864,12.128571510314941,0.8314732313156128,1801,1800,10.084582544924046,1.3530384951466836,13.416901385052565,0.21869209986376634,0.029341703375622207,0.328125,,
1.703140000000596,1294,,,,0.048828125,-0.03125,-1.060546875,0.006699117174545742,0.30404538326722863,12.134000778198242,0.81787109375,1804,1801,9.924048488028347,1.2636709169373588,12.733421430394658,0.24060487520288512,0.030637232741658502,0.326171875,,
1.7274450000021606,1294,,,,-0.1484375,0.04296875,-0.876953125,0.007236766573176205,0.3135922993847324,12.129714965820312,0.7505580186843872,1807,1803,9.104054831952453,1.366691279576027,15.011896400045371,0.22945364770456023,0.034445343879533664,0.328125,,
1.7498400000017136,1294,,,,-0.037109375,0.13671875,-0.990234375,0.006490048453527921,0.3074240357698143,12.130857467651367,0.810546875,1806,1806,9.83262861147523,1.2270894199409004,12.479769840069197,0.25053107848050765,0.031265701972210486,0.328125,,
1.7719250000007452,1294,,,,-0.171875,0.0390625,-0.99609375,0.006596184933967261,0.2980771714452269,12.130287170410156,0.8286830186843872,1802,1805,10.052162989883982,1.2471014026307714,12.406299061065711,0.2390159860428594,0.02965303803223222,0.328125,,
1.7963849999997765,1294,,,,0.0859375,0.068359375,-1.044921875,0.006629430442130697,0.29787711965231056,12.134286880493164,0.8175223469734192,1802,1804,9.92005068938954,1.2527344632337405,12.628307076834414,0.23778153183667255,0.0300277820123358,0.328125,,
1.8217599999997764,1294,,,,-0.0625,-0.0859375,-0.99609375,0.006658669497662737,0.3095356935839304,12.131501197814941,0.77392578125,1802,1803,9.38888154225424,1.257145368569299,13.389724461977423,0.24622108255960815,0.03296832452202948,0.326171875,,
1.848945000000298,1294,,,,-0.125,0.07421875,-1.09765625,0.006589799725411319,0.3067460824715981,12.133000373840332,0.7666015625,1801,1802,9.301177044399083,1.2435281944286665,13.369578801615065,0.24667400694725,0.03297927574191401,0.32421875,,
